strategy,point_sharpe,ci_low,ci_high,n_trades,method
morning_star,-0.679785032030549,-6.111816353240214,3.072727520025097,52,bootstrap
news_sentiment_shift_long,0.0,,,1,insufficient_sample
orb_stocks_in_play_long,-2.4396789753296138,-9.95218688656395,2.547308270296757,37,bootstrap
orb_stocks_in_play_short,0.5888850672732929,-5.374368534305829,5.130395116644765,42,bootstrap
pairs_mean_reversion_long,0.733542611420439,-1.6558235845653861,2.448146512436937,221,bootstrap
pairs_mean_reversion_short,-1.5379931228594201,-11.511981924509705,3.194818849090166,33,bootstrap
parabolic_sar_flip,-1.9689531033451027,-7.342284763150795,1.456028504652794,73,bootstrap
pead_long,0.9862464036783443,-3.197527013706017,3.141422701100474,107,bootstrap
pead_short,-0.416826731411474,-4.521800528810738,2.49002552087023,90,bootstrap
pead_with_insider_confirmation_long,12.285473865613367,,,3,insufficient_sample
pivot_r1_breakout,-10.220264445466492,,,20,insufficient_sample
pivot_r2_continuation,0.0,,,1,insufficient_sample
pivot_s1_bounce,-3.9147846825556347,,,17,insufficient_sample
pivot_s3_capitulation,-560.2190017058424,,,2,insufficient_sample
po3_bearish,-3.228118409112715,-5.656698100394673,-1.2758509619771083,353,bootstrap
po3_bullish,-1.9083155153352995,-4.123550010291371,-0.016311944328569986,285,bootstrap
po3_htf_aligned_long,-1.5521838395740535,-15.284747727344055,2.835099031104979,37,bootstrap
po3_htf_aligned_short,-1.2752545077466324,-8.456598364530185,3.6376408496817483,37,bootstrap
poc_magnet_long,5.853682664637479,,,2,insufficient_sample
post_inclusion_reversal_short,3.527698719678285,,,2,insufficient_sample
ppo_crossover,-0.4874628274920604,-5.4558897767509285,3.3038523171435537,61,bootstrap
pre_fomc_long_sleeve,-2.5382932008675776,-9.300185648652512,1.5424921405462035,54,bootstrap
prev_day_high_break,-3.443036985512183,,,21,insufficient_sample
prev_day_low_bounce,-11.676404324602938,,,9,insufficient_sample
r1_break_retest,-1.2353515179654033,,,18,insufficient_sample
risk_off_bond_equity_short,-4.750900936914619,,,29,insufficient_sample
roc_burst,-9.742784185543593,,,17,insufficient_sample
rsi21_slow,0.0,,,1,insufficient_sample
rsi_oversold,-56.084237913409034,,,4,insufficient_sample
rsi_volume_200ema,0.0,,,1,insufficient_sample
squeeze_breakout,-4.954562509179583,-11.746786127391536,-0.388770555631504,49,bootstrap
stoch_oversold,15.745048336671077,,,3,insufficient_sample
stochrsi_overbought_short,0.3325815713978211,-3.730933142083882,3.6294242675105326,73,bootstrap
stochrsi_oversold,-0.5741394455389904,-4.551988273903635,1.1184207754869788,228,bootstrap
supertrend_macd,-4.985446837176456,-9.6206581038201,-1.495480717038301,116,bootstrap
tema_dema,-5.994248308182759,-12.165392673686279,-1.5321543164391016,65,bootstrap
three_white_soldiers,0.14215444822159548,-6.180701861760101,3.89855754112165,52,bootstrap
totm_long,-22.973007026500074,,,6,insufficient_sample
ultimate_oscillator,1.977814874280748,-1.1174550840476913,4.25332375423168,97,bootstrap
vix_backwardation_long,-13.02895080076711,,,3,insufficient_sample
williams_r_oversold,2.1565252355063245,-0.029436684669695116,3.8660162146008332,176,bootstrap
williams_stoch_dual,0.5334186008772666,,,26,insufficient_sample
xs_low_beta_long,2.381530231419682,0.4999206096477825,4.151569843083272,213,bootstrap
xs_momentum_bottom_decile_short,-3.1932133856508615,-5.092751949436559,-1.6007518573118358,468,bootstrap
xs_momentum_top_decile,-2.227752381104257,-8.796143991009444,1.2171452796530065,74,bootstrap
xs_quality_top_quintile_long,-1.3945661657263995,-4.969061941993118,1.1140768440060147,140,bootstrap
