strategy,regime,trades,win_rate,avg_pnl,total_roi
force_index_breakout,crisis_CRISIS_FLAG,28,0.3214,-1.2264,-34.3386
force_index_breakout,neutral,11,0.1818,-3.5815,-39.3961
golden_cross_20_50,crisis_CRISIS_FLAG,27,0.3333,-0.1598,-4.3133
golden_cross_50_200,crisis_CRISIS_FLAG,14,0.5714,1.6246,22.7437
golden_cross_50_200,neutral,3,0.3333,-2.3911,-7.1734
golden_cross_9_21,crisis_CRISIS_FLAG,19,0.4211,-0.6394,-12.1487
golden_cross_9_21,neutral,7,0.2857,1.14,7.9798
hull_rsi,crisis_CRISIS_FLAG,322,0.3696,0.2435,78.4181
hull_rsi,neutral,32,0.25,-2.5076,-80.2417
hull_rsi_short,crisis_CRISIS_FLAG,44,0.2273,-2.3291,-102.4796
hull_rsi_short,neutral,17,0.1176,-3.7829,-64.3085
ichimoku_cloud_breakout,bear,4,0.0,-6.2882,-25.1529
ichimoku_cloud_breakout,crisis_CRISIS_FLAG,170,0.3647,0.714,121.3786
ichimoku_cloud_breakout,neutral,18,0.2778,-1.666,-29.9872
ichimoku_tk_cross,crisis_CRISIS_FLAG,30,0.4,0.376,11.2797
ichimoku_tk_cross,neutral,9,0.2222,-2.5903,-23.3128
inside_bar_breakout,crisis_CRISIS_FLAG,60,0.5667,3.4519,207.1113
inside_bar_breakout,neutral,7,0.7143,2.4192,16.9341
macd_crossover,crisis_CRISIS_FLAG,134,0.403,0.1885,25.2652
macd_crossover,neutral,20,0.2,-1.7125,-34.2499
macd_crossover_short,crisis_CRISIS_FLAG,14,0.2857,-0.8796,-12.3144
macd_crossover_short,neutral,5,0.0,-6.9451,-34.7256
macd_fast_crossover,crisis_CRISIS_FLAG,104,0.3558,-0.1627,-16.9188
macd_fast_crossover,neutral,21,0.381,-0.352,-7.3917
macd_ichimoku,crisis_CRISIS_FLAG,21,0.4286,0.6269,13.1656
macd_ichimoku,neutral,7,0.2857,1.7724,12.4067
morning_star,crisis_CRISIS_FLAG,70,0.4714,0.8269,57.8846
morning_star,neutral,12,0.4167,3.1624,37.9486
pivot_fib_confluence,crisis_CRISIS_FLAG,4,0.5,-0.4747,-1.8986
pivot_r1_breakout,crisis_CRISIS_FLAG,169,0.3728,0.0635,10.7309
pivot_r1_breakout,neutral,26,0.2692,-2.7274,-70.9123
pivot_r2_continuation,crisis_CRISIS_FLAG,151,0.3444,0.2558,38.6296
pivot_r2_continuation,neutral,13,0.3846,-1.239,-16.107
pivot_s1_bounce,crisis_CRISIS_FLAG,30,0.4667,0.7416,22.2486
pivot_s1_bounce,neutral,3,0.6667,-0.8445,-2.5335
pivot_s2_bounce,crisis_CRISIS_FLAG,6,0.3333,-0.6942,-4.1653
pivot_s3_capitulation,crisis_CRISIS_FLAG,3,1.0,4.7492,14.2476
ppo_crossover,crisis_CRISIS_FLAG,40,0.275,-1.5344,-61.376
ppo_crossover,neutral,9,0.1111,-6.7334,-60.6007
prev_day_high_break,crisis_CRISIS_FLAG,40,0.375,-0.0088,-0.3516
prev_day_high_break,neutral,7,0.4286,1.4565,10.1952
prev_day_low_bounce,crisis_CRISIS_FLAG,16,0.625,3.267,52.2713
prev_day_low_breakdown,crisis_CRISIS_FLAG,3,0.3333,-0.9206,-2.7619
roc_burst,crisis_CRISIS_FLAG,7,0.5714,2.153,15.0708
roc_burst,neutral,6,0.3333,-2.77,-16.6201
rsi21_slow,crisis_CRISIS_FLAG,4,0.5,-0.2361,-0.9445
rsi9_extreme,crisis_CRISIS_FLAG,22,0.3182,-1.0981,-24.1584
rsi9_extreme,neutral,4,0.0,-6.0475,-24.1899
rsi_oversold,crisis_CRISIS_FLAG,50,0.5,1.9089,95.4463
rsi_oversold,neutral,5,0.4,-2.9803,-14.9017
rsi_volume_200ema,crisis_CRISIS_FLAG,4,0.5,-0.8308,-3.3233
rsi_volume_200ema,neutral,3,0.0,-5.6973,-17.0919
shooting_star_short,crisis_CRISIS_FLAG,10,0.1,-3.2378,-32.3777
stochrsi_overbought_short,crisis_CRISIS_FLAG,25,0.12,-2.8255,-70.6371
stochrsi_overbought_short,neutral,12,0.0,-6.0529,-72.6352
stochrsi_oversold,crisis_CRISIS_FLAG,203,0.399,0.084,17.0445
stochrsi_oversold,neutral,24,0.2917,-3.28,-78.7197
supertrend_ichimoku_adx,crisis_CRISIS_FLAG,34,0.5,2.6387,89.7146
supertrend_ichimoku_adx,neutral,4,0.25,-1.0693,-4.2773
supertrend_macd,crisis_CRISIS_FLAG,160,0.4188,1.1264,180.216
supertrend_macd,neutral,17,0.4118,-1.2435,-21.1388
tema_dema,crisis_CRISIS_FLAG,61,0.3279,-0.9092,-55.4613
tema_dema,neutral,11,0.1818,-2.6592,-29.2507
three_white_soldiers,crisis_CRISIS_FLAG,15,0.4667,0.8591,12.887
three_white_soldiers,neutral,4,0.25,-4.5105,-18.0422
ultimate_oscillator,crisis_CRISIS_FLAG,29,0.4138,0.3698,10.7235
ultimate_oscillator,neutral,4,0.25,-3.1025,-12.4102
williams_r_oversold,crisis_CRISIS_FLAG,141,0.4184,0.7614,107.3522
williams_r_oversold,neutral,13,0.3846,0.4878,6.3408
williams_stoch_dual,crisis_CRISIS_FLAG,140,0.3214,-0.6007,-84.0929
williams_stoch_dual,neutral,31,0.0968,-5.8311,-180.7645
