strategy,regime,trades,win_rate,avg_pnl,total_roi
pead_long,bull,58,0.3621,5.5958,324.5571
pead_long,neutral,11,0.0909,-8.9702,-98.6721
pead_short,bear,31,0.2258,-5.8676,-181.8965
pead_short,bull,47,0.1915,-3.6428,-171.2111
pead_short,neutral,8,0.375,-0.1316,-1.0525
pivot_r1_breakout,bear,7,0.2857,-8.0011,-56.0076
pivot_r1_breakout,bull,9,0.3333,1.8923,17.0305
pivot_r1_breakout,neutral,4,0.5,0.1787,0.7149
pivot_s1_bounce,bear,6,0.0,-1.479,-8.8742
pivot_s1_bounce,bull,12,0.25,-5.5735,-66.8822
pivot_s2_bounce,bull,4,0.25,-2.3037,-9.2147
po3_bearish,bear,171,0.1813,-2.3923,-409.0908
po3_bearish,bull,177,0.339,-0.3039,-53.7979
po3_bearish,neutral,30,0.2,-0.3316,-9.9473
po3_bullish,bear,47,0.3191,-2.2908,-107.6678
po3_bullish,bull,174,0.4828,2.7618,480.5535
po3_bullish,neutral,72,0.2639,-3.8216,-275.1549
po3_htf_aligned_long,bear,16,0.1875,-3.734,-59.7447
po3_htf_aligned_long,bull,28,0.25,0.251,7.0278
po3_htf_aligned_short,bear,10,0.3,-2.5533,-25.533
po3_htf_aligned_short,bull,20,0.35,1.1414,22.8282
po3_htf_aligned_short,neutral,19,0.2105,-5.1217,-97.3114
ppo_crossover,bear,25,0.44,4.3034,107.5859
ppo_crossover,bull,29,0.2069,0.2535,7.3529
ppo_crossover,neutral,6,0.1667,0.4933,2.9599
pre_fomc_long_sleeve,bear,7,0.1429,-0.0769,-0.5385
pre_fomc_long_sleeve,bull,27,0.2963,0.2575,6.9534
pre_fomc_long_sleeve,neutral,5,0.0,-4.4404,-22.2021
prev_day_high_break,bear,5,0.4,11.3584,56.792
prev_day_high_break,bull,9,0.3333,-5.336,-48.0242
r1_break_retest,bear,5,0.6,5.3593,26.7966
r1_break_retest,bull,7,0.2857,6.4327,45.0287
r1_break_retest,neutral,4,0.25,-4.2723,-17.0893
risk_off_bond_equity_short,bear,28,0.25,-2.0753,-58.109
roc_burst,bear,6,0.1667,-7.2414,-43.4483
roc_burst,bull,7,0.0,-6.1796,-43.2575
rsi_oversold,neutral,5,0.0,-7.7069,-38.5343
squeeze_breakout,bear,37,0.2973,2.7323,101.0942
squeeze_breakout,bull,22,0.1818,-3.6406,-80.0931
squeeze_breakout,neutral,4,0.0,-5.333,-21.332
stoch_oversold,bull,3,0.3333,21.7162,65.1485
stochrsi_overbought_short,bear,23,0.3913,-2.2156,-50.9591
stochrsi_overbought_short,bull,39,0.2564,-2.7907,-108.8362
stochrsi_overbought_short,neutral,12,0.4167,1.7488,20.9851
stochrsi_oversold,bear,65,0.2923,0.9737,63.2932
stochrsi_oversold,bull,133,0.2105,0.6229,82.8512
stochrsi_oversold,neutral,25,0.32,0.0268,0.6699
supertrend_macd,bear,35,0.2,-1.5679,-54.8778
supertrend_macd,bull,72,0.3611,3.5538,255.8758
supertrend_macd,neutral,14,0.0714,-5.6606,-79.2486
tema_dema,bear,28,0.4643,6.8867,192.8272
tema_dema,bull,39,0.2564,-1.9407,-75.6856
tema_dema,neutral,18,0.2778,-3.7448,-67.4063
three_white_soldiers,bear,28,0.2143,2.3938,67.0276
three_white_soldiers,bull,42,0.2619,0.908,38.135
three_white_soldiers,neutral,4,0.0,-5.0006,-20.0026
ultimate_oscillator,bear,20,0.35,0.4742,9.4839
ultimate_oscillator,bull,74,0.2297,0.0679,5.022
ultimate_oscillator,neutral,4,0.5,3.2053,12.821
vix_backwardation_long,bear,7,0.5714,8.3279,58.2953
williams_r_oversold,bear,43,0.1395,-4.2409,-182.3568
williams_r_oversold,bull,94,0.266,-1.8269,-171.7308
williams_r_oversold,neutral,27,0.4815,3.6294,97.9949
williams_stoch_dual,bear,9,0.2222,-1.7423,-15.6811
williams_stoch_dual,bull,7,0.4286,-0.4675,-3.2722
williams_stoch_dual,neutral,5,0.2,4.2065,21.0324
xs_low_beta_long,bear,84,0.25,1.3682,114.9296
xs_low_beta_long,bull,123,0.2927,-1.4584,-179.3818
xs_low_beta_long,neutral,9,0.2222,-5.8155,-52.3395
xs_momentum_bottom_decile_short,bear,158,0.2785,-2.1276,-336.1563
xs_momentum_bottom_decile_short,bull,251,0.2908,-2.4089,-604.6407
xs_momentum_bottom_decile_short,neutral,17,0.0588,-9.0239,-153.4059
xs_momentum_top_decile,bear,28,0.3571,2.0709,57.985
xs_momentum_top_decile,bull,49,0.2653,-0.1763,-8.64
xs_quality_top_quintile_long,bear,29,0.3448,1.8996,55.0871
xs_quality_top_quintile_long,bull,71,0.2817,-0.8228,-58.421
