ticker,strategy,entry_date,direction,entry_price,exit_method,pnl_pct,win,hold_days,exit_price,exit_date,regime_at_entry,sector,confidence_tier,cap_band,vol_band,hold_duration_band,win_loss_outcome,universe_tier,smart_money_signal_present,vix_at_entry,entry_atr_ratio,mae_bucket,mfe_bucket,regime_changed_during_hold,earnings_during_hold,circuit_breaker_active_during_hold,news_sentiment_shift_during_hold,8K_filed_during_hold,day_of_week_at_entry,days_from_quarter_end_at_entry,vix_term_structure,hy_oas_band_at_entry,adv_bucket,volume_rank_within_sector,sector_momentum_vs_spy_at_entry
SPGI,bollinger_lower,2022-08-30,long,357.2209,trailing_10pct,-6.6152,False,23,333.59,2022-09-22,neutral,Financials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.022803816909928845,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,tue,31,unknown,no_data,ge_500M,unknown,no_data
NVT,bollinger_lower,2022-08-30,long,33.6051,trailing_10pct,-5.6215,False,23,31.716,2022-09-22,neutral,Industrials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T2,no,0.0,0.023838643539224703,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,tue,31,unknown,no_data,5_25M,unknown,no_data
VEEV,bollinger_lower,2022-09-01,long,172.6359,trailing_10pct,-6.0514,False,21,162.189,2022-09-22,neutral,Information Technology,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T2,no,0.0,0.04904715647208953,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,no,thu,29,unknown,no_data,100_500M,unknown,no_data
LYV,bollinger_lower,2022-09-16,long,86.794,trailing_10pct,-9.8071,False,6,78.282,2022-09-22,neutral,Communication Services,HIGH,unknown,high_atr_2.5_5pct,medium_4_10d,loss,T1a,no,0.0,0.03539645597621956,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,fri,14,unknown,no_data,100_500M,unknown,no_data
RPRX,bollinger_lower,2022-06-13,long,38.4095,trailing_10pct,4.6226,True,102,40.185,2022-09-23,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T2,no,0.0,0.03039091891328968,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,17,unknown,no_data,25_100M,unknown,no_data
PNC,bollinger_lower,2022-08-31,long,157.7389,trailing_10pct,-5.1268,False,26,149.652,2022-09-26,neutral,Financials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.02148487151869323,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,wed,30,unknown,no_data,100_500M,unknown,no_data
XLRE,bollinger_lower,2022-09-15,long,40.0728,trailing_10pct,-9.3774,False,11,36.315,2022-09-26,neutral,Real Estate,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1ETF,no,0.0,0.020460262322572916,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,thu,15,unknown,no_data,100_500M,unknown,no_data
TRU,bollinger_lower,2022-09-15,long,67.3077,trailing_10pct,-10.0,False,12,60.5769,2022-09-27,neutral,Industrials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T2,no,0.0,0.03343896760697514,q4_ge_10pct,q1_lt_2pct,no,no,no_data,mid_6_20,no,thu,15,unknown,no_data,25_100M,unknown,no_data
CSX,bollinger_lower,2022-09-15,long,29.4986,trailing_10pct,-8.8364,False,13,26.892,2022-09-28,neutral,Industrials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1c,no,0.0,0.026591092458625155,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,thu,15,unknown,no_data,100_500M,unknown,no_data
ATVI,bollinger_lower,2022-06-16,long,74.0662,trailing_10pct,-1.5745,False,119,72.9,2022-10-13,neutral,Communication Services,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1c,no,0.0,0.014635555759577245,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,no_data,thu,14,unknown,no_data,100_500M,unknown,no_data
ADBE,bollinger_lower,2022-09-15,long,299.6624,trailing_10pct,-2.1859,False,49,293.112,2022-11-03,neutral,Information Technology,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,T1c,no,0.0,0.055119694696431715,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,thu,15,unknown,no_data,ge_500M,unknown,no_data
OMER,bollinger_lower,2022-11-21,long,2.3445,trailing_10pct,-10.0,False,2,2.1101,2022-11-23,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,short_le_3d,loss,unknown,no,0.0,0.1306461932181702,q4_ge_10pct,q1_lt_2pct,no,no,no_data,none,no,mon,40,unknown,no_data,lt_5M,unknown,no_data
HUM,bollinger_lower,2022-06-13,long,424.584,trailing_10pct,19.3403,True,185,506.7,2022-12-15,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T1a,no,0.0,0.026522195843460893,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,mon,17,unknown,no_data,100_500M,unknown,no_data
BHVN,bollinger_lower,2023-04-10,long,12.681,trailing_10pct,1.7743,True,17,12.906,2023-04-27,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.06970270483400363,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,mon,81,unknown,no_data,5_25M,unknown,no_data
WOLF,bollinger_lower,2023-08-17,long,43.8503,trailing_10pct,-0.3542,False,20,43.695,2023-09-06,neutral,Information Technology,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,unknown,no,0.0,0.07395616449602398,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,thu,44,unknown,normal_3_5,100_500M,unknown,no_data
HASI,bollinger_lower,2023-08-17,long,20.0649,trailing_10pct,12.181,True,40,22.509,2023-09-26,neutral,Financials,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,T2,no,0.0,0.06100703218057403,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,thu,44,unknown,normal_3_5,25_100M,unknown,no_data
KMX,bollinger_lower,2023-09-28,long,69.786,trailing_10pct,-8.7826,False,21,63.657,2023-10-19,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.03995500530192302,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,thu,2,unknown,normal_3_5,100_500M,unknown,no_data
EVRI,bollinger_lower,2024-03-04,long,9.4752,trailing_10pct,-6.345,False,10,8.874,2024-03-14,neutral,Unknown,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.058056822019587985,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no_data,mon,27,unknown,normal_3_5,5_25M,unknown,no_data
WY,bollinger_lower,2023-09-28,long,30.8208,trailing_10pct,4.9194,True,201,32.337,2024-04-16,neutral,Real Estate,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T1a,no,0.0,0.018094922909204173,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,thu,2,unknown,normal_3_5,100_500M,unknown,no_data
YUMC,bollinger_lower,2024-05-23,long,35.5284,trailing_10pct,-8.6534,False,26,32.454,2024-06-18,neutral,Consumer Discretionary,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T2,no,0.0,0.029731144661735404,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,thu,38,unknown,normal_3_5,100_500M,unknown,no_data
ROK,bollinger_lower,2024-05-23,long,263.9788,trailing_10pct,0.3615,True,62,264.933,2024-07-24,neutral,Industrials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.02631234023338238,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,thu,38,unknown,normal_3_5,100_500M,unknown,no_data
AIG,bollinger_lower,2023-08-17,long,57.7639,trailing_10pct,25.4867,True,351,72.486,2024-08-02,neutral,Financials,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T1a,no,0.0,0.01996056360460426,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,thu,44,unknown,normal_3_5,100_500M,unknown,no_data
MCD,bollinger_lower,2024-05-23,long,259.0282,trailing_10pct,9.9896,True,182,284.904,2024-11-21,neutral,Consumer Discretionary,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T1a,no,0.0,0.01677037480861157,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,thu,38,unknown,normal_3_5,ge_500M,unknown,no_data
SA,bollinger_lower,2025-02-17,long,11.4744,trailing_10pct,-4.4656,False,7,10.962,2025-02-24,neutral,Materials,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,unknown,no,0.0,0.0530485254130935,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,mon,42,unknown,compressed_lt_3,5_25M,unknown,no_data
NI,bollinger_lower,2023-09-28,long,24.8951,trailing_10pct,49.0534,True,554,37.107,2025-04-04,neutral,Utilities,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T1a,no,0.0,0.018895284614241357,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,thu,2,unknown,normal_3_5,100_500M,unknown,no_data
GDDY,bollinger_lower,2025-02-17,long,182.301,trailing_10pct,-9.0674,False,46,165.771,2025-04-04,neutral,Information Technology,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.036739238950965716,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,none,no,mon,42,unknown,compressed_lt_3,100_500M,unknown,no_data
FNKO,bollinger_lower,2025-08-08,long,2.541,trailing_10pct,3.4238,True,12,2.628,2025-08-20,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.13766233766233765,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,fri,53,unknown,compressed_lt_3,5_25M,unknown,no_data
PRCT,bollinger_lower,2025-10-10,long,33.1236,trailing_10pct,-1.1883,False,26,32.73,2025-11-05,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,unknown,no,0.0,0.05567933437186779,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,none,yes,fri,82,unknown,normal_3_5,25_100M,unknown,no_data
VZ,bollinger_lower,2025-10-10,long,39.7918,trailing_10pct,-5.7067,False,90,37.521,2026-01-08,neutral,Communication Services,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,loss,T1a,no,0.0,0.017679521911549614,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,fri,82,unknown,normal_3_5,ge_500M,unknown,no_data
VRTX,bollinger_lower,2025-08-08,long,363.868,trailing_10pct,19.6615,True,165,435.41,2026-01-20,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,T1c,no,0.0,0.04429463431793947,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,high_gt_20,yes,fri,53,unknown,compressed_lt_3,ge_500M,unknown,no_data
UPB,bollinger_lower,2026-02-13,long,8.7045,trailing_10pct,-10.0,False,10,7.834,2026-02-23,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,T3,no,0.0,0.34862427480039065,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,fri,46,unknown,compressed_lt_3,25_100M,unknown,no_data
CPRX,bollinger_lower,2025-08-08,long,19.7725,trailing_10pct,13.6933,True,206,22.48,2026-03-02,neutral,Health Care,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,win,unknown,no,0.0,0.039802756353521304,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,low_1_5,yes,fri,53,unknown,compressed_lt_3,25_100M,unknown,no_data
XLRE,bollinger_lower,2025-10-10,long,40.7032,trailing_10pct,8.6524,True,207,44.225,2026-05-05,neutral,Real Estate,HIGH,unknown,mid_atr_1_2.5pct,long_ge_11d,win,T1ETF,no,0.0,0.01085909707344877,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,fri,82,unknown,normal_3_5,100_500M,unknown,no_data
GH,bollinger_lower,2022-05-05,long,47.1713,trailing_5pct,-5.0,False,1,44.8127,2022-05-06,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,short_le_3d,loss,T2,no,0.0,0.1068933864447238,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,low_1_5,yes,thu,56,unknown,no_data,25_100M,unknown,no_data
UAA,bollinger_lower,2022-05-05,long,11.2805,trailing_5pct,-5.0,False,1,10.7165,2022-05-06,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,short_le_3d,loss,T1a,no,0.0,0.06412836310447233,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,thu,56,unknown,no_data,25_100M,unknown,no_data
MELI,bollinger_lower,2022-05-05,long,964.33,trailing_5pct,-5.0,False,1,916.1135,2022-05-06,neutral,Consumer Discretionary,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,T1c,no,0.0,0.07294235375856813,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,thu,56,unknown,no_data,100_500M,unknown,no_data
ESTC,bollinger_lower,2022-05-05,long,67.1722,trailing_5pct,-5.0,False,1,63.8136,2022-05-06,neutral,Information Technology,HIGH,unknown,crisis_atr_ge_5pct,medium_4_10d,loss,T2,no,0.0,0.08831778622704035,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,thu,56,unknown,no_data,100_500M,unknown,no_data
DISH,bollinger_lower,2022-05-09,long,21.8175,trailing_5pct,-5.0,False,2,20.7266,2022-05-11,neutral,Communication Services,HIGH,unknown,crisis_atr_ge_5pct,short_le_3d,loss,T1a,no,0.0,0.07832244757648678,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no_data,mon,52,unknown,no_data,100_500M,unknown,no_data
RKLB,bollinger_lower,2022-05-09,long,5.8663,trailing_5pct,-5.0,False,1,5.573,2022-05-10,neutral,Industrials,HIGH,unknown,crisis_atr_ge_5pct,short_le_3d,loss,T2,no,0.0,0.08961355539266658,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,52,unknown,no_data,5_25M,unknown,no_data
CPRX,bollinger_lower,2022-05-09,long,6.6601,trailing_5pct,-1.1501,False,1,6.5835,2022-05-10,neutral,Health Care,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,unknown,no,0.0,0.05926337442380745,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,mon,52,unknown,no_data,5_25M,unknown,no_data
XLRE,bollinger_lower,2022-05-05,long,44.9521,trailing_5pct,-5.0,False,4,42.7045,2022-05-09,neutral,Real Estate,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1ETF,no,0.0,0.02578300012680164,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,thu,56,unknown,no_data,100_500M,unknown,no_data
LYV,bollinger_lower,2022-05-09,long,88.7375,trailing_5pct,-5.0,False,2,84.3006,2022-05-11,neutral,Communication Services,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,T1a,no,0.0,0.062434709113959715,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,mon,52,unknown,no_data,100_500M,unknown,no_data
HASI,bollinger_lower,2022-05-12,long,36.1411,trailing_5pct,2.5412,True,8,37.0595,2022-05-20,neutral,Financials,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,loss,T2,no,0.0,0.05574263096585328,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,thu,49,unknown,no_data,25_100M,unknown,no_data
AXP,bollinger_lower,2022-05-12,long,156.4677,trailing_5pct,-1.8519,False,7,153.57,2022-05-19,neutral,Financials,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.0390713227074981,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,thu,49,unknown,no_data,ge_500M,unknown,no_data
IRM,bollinger_lower,2022-05-19,long,49.6186,trailing_5pct,5.1884,True,8,52.193,2022-05-27,neutral,Real Estate,HIGH,unknown,high_atr_2.5_5pct,long_ge_11d,loss,T1a,no,0.0,0.03412631553490022,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,thu,42,unknown,no_data,25_100M,unknown,no_data
QS,bollinger_lower,2022-06-13,long,8.9856,trailing_5pct,-5.0,False,1,8.5363,2022-06-14,neutral,Industrials,HIGH,unknown,crisis_atr_ge_5pct,short_le_3d,loss,unknown,no,0.0,0.11656428062678065,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,17,unknown,no_data,25_100M,unknown,no_data
NVTS,bollinger_lower,2022-06-13,long,5.3952,trailing_5pct,-5.0,False,1,5.1254,2022-06-14,neutral,Information Technology,HIGH,unknown,crisis_atr_ge_5pct,short_le_3d,loss,unknown,no,0.0,0.11454626334519573,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,mon,17,unknown,no_data,5_25M,unknown,no_data
ADBE,bollinger_lower,2022-06-13,long,372.0181,trailing_5pct,-6.1228,False,4,349.24,2022-06-17,neutral,Information Technology,HIGH,unknown,high_atr_2.5_5pct,medium_4_10d,loss,T1c,no,0.0,0.04721060615061471,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,mon,17,unknown,no_data,ge_500M,unknown,no_data
DOMO,bollinger_lower,2022-06-13,long,24.7671,trailing_5pct,-4.0683,False,3,23.7595,2022-06-16,neutral,Information Technology,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.11717157034937478,q4_ge_10pct,q4_ge_10pct,no,no,no_data,none,no,mon,17,unknown,no_data,5_25M,unknown,no_data
WOLF,bollinger_lower,2022-06-16,long,59.0886,trailing_5pct,14.0321,True,8,67.38,2022-06-24,neutral,Information Technology,HIGH,unknown,crisis_atr_ge_5pct,long_ge_11d,win,unknown,no,0.0,0.08595058945380328,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,yes,thu,14,unknown,no_data,100_500M,unknown,no_data
