strategy,exit_method,circuit_breaker_active_during_hold,n,win_rate,avg_pnl_pct,total_pnl_pct
double_bottom_long,chandelier_3x,no_data,21,0.23809523809523808,0.5770428571428571,12.117899999999999
double_bottom_long,class_time_stop,no_data,21,0.5238095238095238,0.4382380952380952,9.203
double_bottom_long,earnings_blackout,no_data,21,0.47619047619047616,12.597004761904762,264.5371
double_bottom_long,fixed_4r_2r,no_data,21,0.3333333333333333,0.2743428571428571,5.761199999999999
double_bottom_long,hybrid_50pct_target,no_data,21,0.5238095238095238,1.063,22.323
double_bottom_long,ma_exit_ema9,no_data,21,0.2857142857142857,-0.6042380952380951,-12.688999999999998
double_bottom_long,mfe_lockin_trail,no_data,21,0.3333333333333333,-0.8228380952380951,-17.2796
double_bottom_long,multi_tier_partial,no_data,21,0.38095238095238093,-0.6022190476190475,-12.6466
double_bottom_long,next_pivot_target,no_data,21,0.5714285714285714,-0.30156190476190475,-6.3328
double_bottom_long,r_multiple_2r,no_data,21,0.23809523809523808,-0.6962095238095238,-14.6204
double_bottom_long,r_multiple_3r,no_data,21,0.19047619047619047,-0.5655523809523809,-11.8766
double_bottom_long,regime_flip,no_data,21,0.47619047619047616,0.5451714285714286,11.448600000000003
double_bottom_long,reverse_signal,no_data,21,0.2857142857142857,-0.884652380952381,-18.5777
double_bottom_long,smc_mitigation_zone,no_data,21,0.2857142857142857,-0.884404761904762,-18.5725
double_bottom_long,time_stop_10d,no_data,21,0.5238095238095238,-0.05471428571428579,-1.1490000000000016
double_bottom_long,time_stop_20d,no_data,21,0.47619047619047616,0.5451714285714286,11.448600000000003
double_bottom_long,trailing_10pct,no_data,21,0.2857142857142857,0.4262380952380951,8.950999999999997
double_bottom_long,trailing_15pct,no_data,21,0.2857142857142857,5.462085714285714,114.7038
double_bottom_long,trailing_5pct,no_data,21,0.2857142857142857,-0.7710333333333336,-16.191700000000004
halloween_seasonal_long,atr_trail_1x,no_data,23,0.21739130434782608,-0.7501869565217392,-17.2543
halloween_seasonal_long,atr_trail_2x,no_data,23,0.6086956521739131,4.078208695652174,93.7988
halloween_seasonal_long,atr_trail_mae_conditional,no_data,23,0.21739130434782608,-0.7501869565217392,-17.2543
halloween_seasonal_long,atr_trail_vix_conditional,no_data,23,0.2608695652173913,-0.2947695652173913,-6.7797
halloween_seasonal_long,break_even_at_1r,no_data,23,0.17391304347826086,5.575717391304348,128.2415
halloween_seasonal_long,breakeven_plus_trail,no_data,23,0.43478260869565216,10.7806,247.9538
halloween_seasonal_long,chandelier_3x,no_data,23,0.5217391304347826,19.80036956521739,455.4085
halloween_seasonal_long,class_time_stop,no_data,23,0.5652173913043478,5.079265217391304,116.8231
halloween_seasonal_long,earnings_blackout,no_data,23,0.782608695652174,106.70380869565219,2454.1876
halloween_seasonal_long,fixed_4r_2r,no_data,23,0.6086956521739131,5.355334782608695,123.17269999999999
halloween_seasonal_long,hybrid_50pct_target,no_data,23,0.6956521739130435,9.710965217391305,223.3522
halloween_seasonal_long,ma_exit_ema9,no_data,23,0.5217391304347826,2.215573913043478,50.9582
halloween_seasonal_long,mfe_lockin_trail,no_data,23,0.21739130434782608,-0.9680478260869565,-22.2651
halloween_seasonal_long,multi_tier_partial,no_data,23,0.30434782608695654,-0.6952391304347827,-15.9905
halloween_seasonal_long,next_pivot_target,no_data,23,0.782608695652174,1.4945739130434783,34.3752
halloween_seasonal_long,r_multiple_2r,no_data,23,0.4782608695652174,0.9316826086956521,21.4287
halloween_seasonal_long,r_multiple_3r,no_data,23,0.43478260869565216,1.6706695652173915,38.4254
halloween_seasonal_long,regime_flip,no_data,23,0.6086956521739131,4.577291304347826,105.2777
halloween_seasonal_long,reverse_signal,no_data,23,0.21739130434782608,-0.7501869565217392,-17.2543
halloween_seasonal_long,smc_mitigation_zone,no_data,23,0.30434782608695654,-0.5781608695652174,-13.297699999999999
halloween_seasonal_long,time_stop_10d,no_data,23,0.6086956521739131,2.2726347826086957,52.2706
halloween_seasonal_long,time_stop_20d,no_data,23,0.6086956521739131,4.577291304347826,105.2777
halloween_seasonal_long,trailing_10pct,no_data,23,0.6521739130434783,14.193578260869565,326.4523
halloween_seasonal_long,trailing_15pct,no_data,23,0.7391304347826086,25.967682608695654,597.2567
halloween_seasonal_long,trailing_5pct,no_data,23,0.4782608695652174,-0.2512826086956521,-5.779499999999999
head_and_shoulders_bottom_long,atr_trail_1x,no_data,9,0.4444444444444444,0.05592222222222219,0.5032999999999997
head_and_shoulders_bottom_long,atr_trail_2x,no_data,9,0.3333333333333333,1.5545777777777778,13.991200000000001
head_and_shoulders_bottom_long,atr_trail_mae_conditional,no_data,9,0.4444444444444444,0.05592222222222219,0.5032999999999997
head_and_shoulders_bottom_long,atr_trail_vix_conditional,no_data,9,0.4444444444444444,-0.11312222222222228,-1.0181000000000004
head_and_shoulders_bottom_long,break_even_at_1r,no_data,9,0.2222222222222222,2.7828333333333335,25.0455
head_and_shoulders_bottom_long,breakeven_plus_trail,no_data,9,0.3333333333333333,4.272155555555555,38.4494
head_and_shoulders_bottom_long,chandelier_3x,no_data,9,0.3333333333333333,1.474888888888889,13.274000000000001
head_and_shoulders_bottom_long,class_time_stop,no_data,9,0.3333333333333333,1.4660222222222223,13.1942
head_and_shoulders_bottom_long,earnings_blackout,no_data,9,0.4444444444444444,3.011944444444444,27.107499999999998
head_and_shoulders_bottom_long,fixed_4r_2r,no_data,9,0.3333333333333333,-0.021966666666666593,-0.19769999999999932
head_and_shoulders_bottom_long,hybrid_50pct_target,no_data,9,0.6666666666666666,2.1687444444444446,19.518700000000003
head_and_shoulders_bottom_long,ma_exit_ema9,no_data,9,0.4444444444444444,1.3932555555555557,12.5393
head_and_shoulders_bottom_long,mfe_lockin_trail,no_data,9,0.4444444444444444,0.05592222222222219,0.5032999999999997
head_and_shoulders_bottom_long,multi_tier_partial,no_data,9,0.5555555555555556,0.02933333333333331,0.2639999999999998
head_and_shoulders_bottom_long,next_pivot_target,no_data,9,0.6666666666666666,-1.3323444444444443,-11.9911
head_and_shoulders_bottom_long,r_multiple_2r,no_data,9,0.3333333333333333,-0.09053333333333342,-0.8148000000000009
head_and_shoulders_bottom_long,r_multiple_3r,no_data,9,0.3333333333333333,1.1003333333333334,9.903
head_and_shoulders_bottom_long,regime_flip,no_data,9,0.3333333333333333,1.0920555555555556,9.8285
head_and_shoulders_bottom_long,reverse_signal,no_data,9,0.4444444444444444,0.05592222222222219,0.5032999999999997
head_and_shoulders_bottom_long,smc_mitigation_zone,no_data,9,0.4444444444444444,0.05592222222222219,0.5032999999999997
head_and_shoulders_bottom_long,time_stop_10d,no_data,9,0.6666666666666666,1.6606555555555556,14.9459
head_and_shoulders_bottom_long,time_stop_20d,no_data,9,0.3333333333333333,1.0920555555555556,9.8285
head_and_shoulders_bottom_long,trailing_10pct,no_data,9,0.4444444444444444,1.7081000000000002,15.372900000000001
head_and_shoulders_bottom_long,trailing_15pct,no_data,9,0.4444444444444444,0.9007666666666666,8.1069
head_and_shoulders_bottom_long,trailing_5pct,no_data,9,0.3333333333333333,2.0208666666666666,18.1878
hull_rsi,atr_trail_1x,no_data,5,0.2,-1.16376,-5.8187999999999995
hull_rsi,atr_trail_2x,no_data,5,0.4,-1.0021799999999998,-5.0108999999999995
hull_rsi,atr_trail_mae_conditional,no_data,5,0.2,-1.16376,-5.8187999999999995
hull_rsi,atr_trail_vix_conditional,no_data,5,0.2,-1.779,-8.895
hull_rsi,break_even_at_1r,no_data,5,0.2,-2.75724,-13.7862
hull_rsi,breakeven_plus_trail,no_data,5,0.4,-2.05406,-10.2703
hull_rsi,chandelier_3x,no_data,5,0.2,-1.70178,-8.5089
hull_rsi,class_time_stop,no_data,5,0.4,-2.2893,-11.4465
hull_rsi,earnings_blackout,no_data,5,0.4,-18.61826,-93.09129999999999
hull_rsi,fixed_4r_2r,no_data,5,0.4,-2.8277799999999997,-14.1389
hull_rsi,hybrid_50pct_target,no_data,5,0.6,-17.840359999999997,-89.20179999999999
hull_rsi,ma_exit_ema9,no_data,5,0.4,0.81288,4.0644
hull_rsi,mfe_lockin_trail,no_data,5,0.2,-1.16376,-5.8187999999999995
hull_rsi,multi_tier_partial,no_data,5,0.2,-1.23294,-6.1647
hull_rsi,next_pivot_target,no_data,5,0.6,-0.5086199999999999,-2.543099999999999
hull_rsi,r_multiple_2r,no_data,5,0.2,-2.75724,-13.7862
hull_rsi,r_multiple_3r,no_data,5,0.2,-2.75724,-13.7862
hull_rsi,regime_flip,no_data,5,0.2,-1.9094200000000001,-9.5471
hull_rsi,reverse_signal,no_data,5,0.2,-1.16376,-5.8187999999999995
hull_rsi,smc_mitigation_zone,no_data,5,0.2,-1.16376,-5.8187999999999995
hull_rsi,time_stop_10d,no_data,5,0.4,-0.6272,-3.136
hull_rsi,time_stop_20d,no_data,5,0.2,-1.9094200000000001,-9.5471
hull_rsi,trailing_10pct,no_data,5,0.6,-1.03594,-5.1797
hull_rsi,trailing_15pct,no_data,5,0.4,-2.79374,-13.9687
hull_rsi,trailing_5pct,no_data,5,0.2,-1.2416399999999999,-6.2082
macd_fast_crossover,atr_trail_1x,no_data,6,0.16666666666666666,-1.2518333333333334,-7.511
macd_fast_crossover,atr_trail_2x,no_data,6,0.3333333333333333,-1.46885,-8.8131
macd_fast_crossover,atr_trail_mae_conditional,no_data,6,0.16666666666666666,-1.2518333333333334,-7.511
macd_fast_crossover,atr_trail_vix_conditional,no_data,6,0.5,0.09053333333333331,0.5431999999999999
macd_fast_crossover,break_even_at_1r,no_data,6,0.0,-1.5807333333333335,-9.4844
macd_fast_crossover,breakeven_plus_trail,no_data,6,0.0,-2.2285333333333335,-13.3712
macd_fast_crossover,chandelier_3x,no_data,6,0.16666666666666666,-0.5829999999999999,-3.4979999999999993
macd_fast_crossover,class_time_stop,no_data,6,0.5,-4.95165,-29.7099
macd_fast_crossover,earnings_blackout,no_data,6,0.16666666666666666,-59.8604,-359.1624
macd_fast_crossover,fixed_4r_2r,no_data,6,0.16666666666666666,-3.4056833333333336,-20.4341
macd_fast_crossover,hybrid_50pct_target,no_data,6,0.6666666666666666,-37.47015,-224.8209
macd_fast_crossover,ma_exit_ema9,no_data,6,0.16666666666666666,-1.292,-7.752
macd_fast_crossover,mfe_lockin_trail,no_data,6,0.16666666666666666,-1.1551333333333333,-6.9308000000000005
macd_fast_crossover,multi_tier_partial,no_data,6,0.3333333333333333,-0.8221333333333334,-4.9328
macd_fast_crossover,next_pivot_target,no_data,6,0.5,-2.7930833333333336,-16.7585
macd_fast_crossover,r_multiple_2r,no_data,6,0.5,0.24806666666666666,1.4884
macd_fast_crossover,r_multiple_3r,no_data,6,0.16666666666666666,-1.4396333333333333,-8.6378
macd_fast_crossover,regime_flip,no_data,6,0.5,-4.0426166666666665,-24.2557
macd_fast_crossover,reverse_signal,no_data,6,0.16666666666666666,-1.2518333333333334,-7.511
macd_fast_crossover,smc_mitigation_zone,no_data,6,0.3333333333333333,-1.1714166666666668,-7.0285
macd_fast_crossover,time_stop_10d,no_data,6,0.5,-0.7586666666666667,-4.5520000000000005
macd_fast_crossover,time_stop_20d,no_data,6,0.5,-4.0426166666666665,-24.2557
macd_fast_crossover,trailing_10pct,no_data,6,0.0,-6.0639666666666665,-36.3838
macd_fast_crossover,trailing_15pct,no_data,6,0.0,-11.031483333333334,-66.1889
macd_fast_crossover,trailing_5pct,no_data,6,0.5,-1.2365666666666666,-7.4193999999999996
monthly_bias_momentum_long,atr_trail_1x,no_data,12,0.3333333333333333,-1.6622916666666667,-19.9475
monthly_bias_momentum_long,atr_trail_2x,no_data,12,0.3333333333333333,-1.8120416666666666,-21.7445
monthly_bias_momentum_long,atr_trail_mae_conditional,no_data,12,0.3333333333333333,-1.6622916666666667,-19.9475
monthly_bias_momentum_long,atr_trail_vix_conditional,no_data,12,0.25,-1.7277666666666667,-20.7332
monthly_bias_momentum_long,break_even_at_1r,no_data,12,0.16666666666666666,-2.02275,-24.273
monthly_bias_momentum_long,breakeven_plus_trail,no_data,12,0.16666666666666666,-2.5021583333333335,-30.0259
monthly_bias_momentum_long,chandelier_3x,no_data,12,0.3333333333333333,-1.2449083333333333,-14.9389
monthly_bias_momentum_long,class_time_stop,no_data,12,0.3333333333333333,-0.6592416666666665,-7.910899999999998
monthly_bias_momentum_long,earnings_blackout,no_data,12,0.5833333333333334,11.490433333333334,137.8852
monthly_bias_momentum_long,fixed_4r_2r,no_data,12,0.3333333333333333,1.0544750000000003,12.653700000000002
monthly_bias_momentum_long,hybrid_50pct_target,no_data,12,0.5833333333333334,0.4895083333333334,5.8741
monthly_bias_momentum_long,ma_exit_ema9,no_data,12,0.3333333333333333,-0.6968083333333333,-8.361699999999999
monthly_bias_momentum_long,mfe_lockin_trail,no_data,12,0.3333333333333333,-1.7051916666666667,-20.4623
monthly_bias_momentum_long,multi_tier_partial,no_data,12,0.3333333333333333,-1.3027166666666667,-15.632600000000002
monthly_bias_momentum_long,next_pivot_target,no_data,12,0.5833333333333334,-0.3104999999999998,-3.7259999999999973
monthly_bias_momentum_long,r_multiple_2r,no_data,12,0.3333333333333333,-0.5904583333333333,-7.0855
monthly_bias_momentum_long,r_multiple_3r,no_data,12,0.3333333333333333,0.7348999999999998,8.818799999999998
monthly_bias_momentum_long,regime_flip,no_data,12,0.5,-1.8427416666666667,-22.1129
monthly_bias_momentum_long,reverse_signal,no_data,12,0.3333333333333333,-1.6622916666666667,-19.9475
monthly_bias_momentum_long,smc_mitigation_zone,no_data,12,0.3333333333333333,-1.6858416666666667,-20.2301
monthly_bias_momentum_long,time_stop_10d,no_data,12,0.4166666666666667,-1.9911166666666669,-23.893400000000003
monthly_bias_momentum_long,time_stop_20d,no_data,12,0.5,-1.8427416666666667,-22.1129
monthly_bias_momentum_long,trailing_10pct,no_data,12,0.4166666666666667,-1.4540333333333333,-17.4484
monthly_bias_momentum_long,trailing_15pct,no_data,12,0.3333333333333333,-3.900141666666667,-46.801700000000004
monthly_bias_momentum_long,trailing_5pct,no_data,12,0.25,-2.7423750000000005,-32.908500000000004
poc_magnet_long,atr_trail_1x,no_data,5,0.4,0.9844799999999999,4.9224
poc_magnet_long,atr_trail_2x,no_data,5,1.0,2.8236800000000004,14.118400000000001
poc_magnet_long,atr_trail_mae_conditional,no_data,5,0.4,0.9844799999999999,4.9224
poc_magnet_long,atr_trail_vix_conditional,no_data,5,0.8,2.68966,13.4483
poc_magnet_long,break_even_at_1r,no_data,5,0.2,1.5146400000000002,7.573200000000001
poc_magnet_long,breakeven_plus_trail,no_data,5,0.6,6.908939999999999,34.5447
poc_magnet_long,chandelier_3x,no_data,5,0.6,0.14266,0.7133
poc_magnet_long,class_time_stop,no_data,5,1.0,4.25004,21.2502
poc_magnet_long,earnings_blackout,no_data,5,0.6,6.4059,32.0295
poc_magnet_long,fixed_4r_2r,no_data,5,0.6,3.61634,18.0817
poc_magnet_long,hybrid_50pct_target,no_data,5,1.0,4.269299999999999,21.3465
poc_magnet_long,ma_exit_ema9,no_data,5,0.4,-0.60274,-3.0137
poc_magnet_long,mfe_lockin_trail,no_data,5,0.4,0.80664,4.0332
poc_magnet_long,multi_tier_partial,no_data,5,0.4,0.43130000000000007,2.1565000000000003
poc_magnet_long,next_pivot_target,no_data,5,1.0,1.98342,9.9171
poc_magnet_long,r_multiple_2r,no_data,5,0.6,1.8082,9.041
poc_magnet_long,r_multiple_3r,no_data,5,0.6,3.17108,15.8554
poc_magnet_long,regime_flip,no_data,5,1.0,3.75776,18.788800000000002
poc_magnet_long,reverse_signal,no_data,5,0.4,0.9844799999999999,4.9224
poc_magnet_long,smc_mitigation_zone,no_data,5,0.2,-1.06736,-5.3368
poc_magnet_long,time_stop_10d,no_data,5,0.8,2.62532,13.1266
poc_magnet_long,time_stop_20d,no_data,5,1.0,3.75776,18.788800000000002
poc_magnet_long,trailing_10pct,no_data,5,0.4,0.8989400000000002,4.494700000000001
poc_magnet_long,trailing_15pct,no_data,5,0.6,6.4059,32.0295
poc_magnet_long,trailing_5pct,no_data,5,0.6,4.6235800000000005,23.117900000000002
stochrsi_oversold,atr_trail_1x,no_data,12,0.16666666666666666,-0.97995,-11.7594
stochrsi_oversold,atr_trail_2x,no_data,12,0.5,1.0939416666666666,13.1273
stochrsi_oversold,atr_trail_mae_conditional,no_data,12,0.16666666666666666,-0.97995,-11.7594
stochrsi_oversold,atr_trail_vix_conditional,no_data,12,0.3333333333333333,0.7223916666666667,8.6687
stochrsi_oversold,break_even_at_1r,no_data,12,0.25,2.5143166666666668,30.1718
stochrsi_oversold,breakeven_plus_trail,no_data,12,0.4166666666666667,3.9971916666666663,47.9663
stochrsi_oversold,chandelier_3x,no_data,12,0.0,-0.8802916666666666,-10.5635
stochrsi_oversold,class_time_stop,no_data,12,0.6666666666666666,-2.1940500000000003,-26.3286
stochrsi_oversold,earnings_blackout,no_data,12,0.75,-13.695916666666667,-164.351
stochrsi_oversold,fixed_4r_2r,no_data,12,0.5,1.0223916666666668,12.2687
stochrsi_oversold,hybrid_50pct_target,no_data,12,1.0,7.599725,91.1967
stochrsi_oversold,ma_exit_ema9,no_data,12,0.5833333333333334,0.9749333333333333,11.6992
stochrsi_oversold,mfe_lockin_trail,no_data,12,0.16666666666666666,-0.8320166666666666,-9.9842
stochrsi_oversold,multi_tier_partial,no_data,12,0.4166666666666667,-0.7853333333333333,-9.424
stochrsi_oversold,next_pivot_target,no_data,12,0.75,0.2499916666666666,2.9998999999999993
stochrsi_oversold,r_multiple_2r,no_data,12,0.4166666666666667,-0.142325,-1.7079
stochrsi_oversold,r_multiple_3r,no_data,12,0.4166666666666667,0.7151083333333331,8.581299999999997
stochrsi_oversold,regime_flip,no_data,12,0.5833333333333334,-0.7790416666666665,-9.348499999999998
stochrsi_oversold,reverse_signal,no_data,12,0.16666666666666666,-0.97995,-11.7594
stochrsi_oversold,smc_mitigation_zone,no_data,12,0.3333333333333333,-0.12236666666666667,-1.4684
