strategy,regime,trades,win_rate,avg_pnl,total_roi
ichimoku_cloud_breakout,neutral,22,0.2727,-2.4018,-52.8387
ichimoku_tk_cross,bear,4,0.5,1.5618,6.2473
ichimoku_tk_cross,bull,5,0.6,9.0862,45.4308
ichimoku_tk_cross,neutral,7,0.2857,13.5082,94.5572
inside_bar_breakout,bull,6,0.5,10.2742,61.6452
insider_cluster_long,bull,7,0.1429,-5.4659,-38.2616
institutional_buy_momentum_long,bear,4,0.0,-10.2091,-40.8363
institutional_buy_momentum_long,bull,18,0.3333,0.1822,3.2798
institutional_cluster_long,bear,7,0.2857,22.6547,158.5826
institutional_cluster_long,bull,24,0.2917,-0.5355,-12.8529
institutional_cluster_long,neutral,18,0.1667,-0.8157,-14.6821
lead_lag_sector_rotation,bear,32,0.3438,5.1404,164.4926
lead_lag_sector_rotation,bull,39,0.1026,-6.6391,-258.926
lead_lag_sector_rotation,neutral,7,0.0,-9.0682,-63.4772
macd_crossover,bear,4,0.0,-8.2439,-32.9757
macd_crossover,bull,9,0.4444,7.2827,65.544
macd_crossover,neutral,5,0.2,-4.5461,-22.7304
macd_fast_crossover,bear,16,0.125,-4.2996,-68.7937
macd_fast_crossover,bull,20,0.1,-6.0279,-120.5588
macd_fast_crossover,neutral,10,0.2,0.5554,5.5536
monthly_bias_momentum_long,bear,48,0.1875,-2.8802,-138.2493
monthly_bias_momentum_long,bull,213,0.3286,0.7075,150.7032
monthly_bias_momentum_long,neutral,20,0.4,11.9702,239.404
morning_star,bear,11,0.4545,16.9997,186.9972
morning_star,bull,25,0.28,3.9321,98.3033
orb_stocks_in_play_long,bear,7,0.5714,-0.2519,-1.7635
orb_stocks_in_play_long,bull,31,0.3226,0.4934,15.2956
orb_stocks_in_play_short,bear,15,0.2667,-2.2753,-34.13
orb_stocks_in_play_short,bull,23,0.3478,-1.8482,-42.5083
pairs_mean_reversion_long,bear,84,0.2976,1.6951,142.391
pairs_mean_reversion_long,bull,120,0.275,-1.6881,-202.5707
pairs_mean_reversion_long,neutral,16,0.1875,-6.4967,-103.9474
pairs_mean_reversion_short,bear,27,0.2963,-1.3196,-35.6288
pairs_mean_reversion_short,bull,13,0.3846,-0.4017,-5.2223
parabolic_sar_flip,bear,17,0.2941,7.7031,130.9527
parabolic_sar_flip,bull,29,0.3448,1.7586,50.9986
parabolic_sar_flip,neutral,5,0.0,-10.1104,-50.5522
pead_long,bear,31,0.2258,10.4,322.4013
pead_long,bull,61,0.3279,4.7445,289.4155
pead_long,neutral,14,0.0714,-8.3235,-116.5283
pead_short,bear,31,0.3226,-3.8616,-119.7095
pead_short,bull,63,0.2698,-3.1039,-195.5482
pead_short,neutral,6,0.1667,-5.9931,-35.9588
pivot_r1_breakout,bear,4,0.5,6.543,26.1719
pivot_r1_breakout,bull,4,0.0,-10.3625,-41.4498
pivot_r1_breakout,neutral,4,0.25,2.8062,11.225
pivot_s1_bounce,bull,9,0.1111,-2.1923,-19.7309
pivot_s1_bounce,neutral,3,0.0,-8.74,-26.2201
po3_bearish,bear,167,0.2335,-2.0977,-350.3097
po3_bearish,bull,163,0.3006,-0.6284,-102.4231
po3_bearish,neutral,37,0.1892,-1.9584,-72.4623
po3_bullish,bear,58,0.4138,-0.581,-33.6981
po3_bullish,bull,201,0.4129,-0.0592,-11.8975
po3_bullish,neutral,65,0.2154,-3.926,-255.1898
po3_htf_aligned_long,bear,12,0.1667,-5.2685,-63.2216
po3_htf_aligned_long,bull,27,0.1852,-5.8065,-156.7766
po3_htf_aligned_short,bear,6,0.1667,-7.3301,-43.9805
po3_htf_aligned_short,bull,18,0.3333,-0.4123,-7.4207
po3_htf_aligned_short,neutral,10,0.2,-5.5315,-55.3146
ppo_crossover,bear,22,0.5,9.1274,200.8033
ppo_crossover,bull,29,0.3793,7.7432,224.5542
ppo_crossover,neutral,7,0.1429,-2.3164,-16.2151
pre_fomc_long_sleeve,bear,22,0.3182,3.9339,86.5464
pre_fomc_long_sleeve,bull,24,0.375,0.1913,4.5902
pre_fomc_long_sleeve,neutral,5,0.8,19.1256,95.6279
prev_day_high_break,bear,3,0.6667,11.54,34.62
prev_day_high_break,bull,10,0.3,-2.2572,-22.5722
prev_day_low_bounce,bull,9,0.0,-9.2515,-83.2638
r1_break_retest,bull,8,0.25,-3.5944,-28.7553
r1_break_retest,neutral,8,0.25,-3.4543,-27.634
risk_off_bond_equity_short,bear,17,0.2941,-1.9094,-32.4598
risk_off_bond_equity_short,bull,11,0.0,-8.9359,-98.2949
roc_burst,bear,7,0.2857,-6.6012,-46.2081
roc_burst,bull,7,0.5714,14.5555,101.8884
roc_burst,neutral,5,0.4,-1.5818,-7.9089
rsi_oversold,bull,3,0.3333,-0.4415,-1.3246
rsi_oversold,neutral,3,0.3333,-0.1112,-0.3335
squeeze_breakout,bear,21,0.3333,-0.3349,-7.0332
squeeze_breakout,bull,16,0.3125,-1.2391,-19.8261
squeeze_breakout,neutral,4,0.25,-7.2516,-29.0065
stoch_oversold,neutral,3,0.6667,6.3257,18.9771
stochrsi_overbought_short,bear,15,0.2,0.051,0.7647
stochrsi_overbought_short,bull,34,0.1471,-7.073,-240.4812
stochrsi_overbought_short,neutral,9,0.3333,-5.0157,-45.1409
stochrsi_oversold,bear,71,0.2394,-0.6278,-44.5742
stochrsi_oversold,bull,134,0.3731,0.4803,64.3618
stochrsi_oversold,neutral,25,0.28,-0.9238,-23.0961
supertrend_macd,bear,26,0.1923,-4.2035,-109.2919
supertrend_macd,bull,55,0.3273,2.2924,126.0844
supertrend_macd,neutral,9,0.4444,9.9136,89.2224
tema_dema,bear,29,0.2414,6.7407,195.4813
tema_dema,bull,42,0.2381,-1.4118,-59.2977
tema_dema,neutral,14,0.2857,-0.4911,-6.8756
three_white_soldiers,bear,28,0.3571,6.2397,174.7114
three_white_soldiers,bull,26,0.2692,3.6713,95.4527
three_white_soldiers,neutral,6,0.0,-8.9538,-53.7226
totm_long,bear,3,0.3333,-5.905,-17.7149
ultimate_oscillator,bear,26,0.3462,-3.514,-91.3633
ultimate_oscillator,bull,67,0.2985,-0.9497,-63.6276
ultimate_oscillator,neutral,8,0.5,2.2712,18.1699
vix_backwardation_long,bear,5,0.6,11.8619,59.3096
vix_backwardation_long,bull,5,0.0,-4.8641,-24.3207
williams_r_oversold,bear,41,0.1951,-4.0477,-165.9561
williams_r_oversold,bull,123,0.3252,0.8987,110.5395
williams_r_oversold,neutral,27,0.5926,7.1459,192.9394
williams_stoch_dual,bear,10,0.4,4.4895,44.8945
williams_stoch_dual,bull,17,0.5294,-0.8112,-13.7897
xs_low_beta_long,bear,78,0.2308,-0.6196,-48.3278
xs_low_beta_long,bull,116,0.3707,2.9345,340.406
xs_low_beta_long,neutral,12,0.25,-4.5825,-54.9905
xs_momentum_bottom_decile_short,bear,178,0.2416,-3.7998,-676.3676
xs_momentum_bottom_decile_short,bull,229,0.3057,-1.5061,-344.8942
xs_momentum_bottom_decile_short,neutral,21,0.1429,-7.6464,-160.5742
xs_momentum_top_decile,bear,37,0.2432,2.2538,83.3905
xs_momentum_top_decile,bull,37,0.3514,2.6607,98.4474
xs_quality_top_quintile_long,bear,32,0.2188,-2.7915,-89.3277
xs_quality_top_quintile_long,bull,98,0.2551,0.5734,56.193
xs_quality_top_quintile_long,neutral,6,0.3333,4.564,27.3842
