strategy,point_sharpe,ci_low,ci_high,n_trades,method
pivot_s3_capitulation,-13.58636687612957,,,4,insufficient_sample
po3_bearish,-3.007051159886638,-5.3528757969115786,-0.9680932610551531,341,bootstrap
po3_bullish,-1.2364543207062688,-3.2000026938587327,0.6011480376445212,281,bootstrap
po3_htf_aligned_long,2.146522699592033,-6.424224795198169,5.799872136514545,34,bootstrap
po3_htf_aligned_short,3.6784402029210415,-1.1129669410154526,8.003111312094147,45,bootstrap
post_inclusion_reversal_short,8.74562411791157,,,2,insufficient_sample
ppo_crossover,-0.13035180279197706,-8.965893178196394,3.313297468253381,51,bootstrap
pre_fomc_long_sleeve,-1.2391690379060896,-8.826743226058136,3.7168068501281537,36,bootstrap
pre_rebalance_long,0.0,,,1,insufficient_sample
prev_day_high_break,0.7355383777666032,,,15,insufficient_sample
prev_day_low_bounce,-5.362923428415032,,,10,insufficient_sample
r1_break_retest,0.539024638900743,,,13,insufficient_sample
risk_off_bond_equity_short,-9.079240578057085,-21.197788940949653,-3.1187433772180437,46,bootstrap
roc_burst,-3.9269005856955337,,,10,insufficient_sample
rsi_oversold,-248.2603467721967,,,2,insufficient_sample
rsi_volume_200ema,0.0,,,1,insufficient_sample
squeeze_breakout,-3.5310110608947523,-16.99443092555743,0.6778697610779655,63,bootstrap
stoch_oversold,-2.7661255531992555,,,6,insufficient_sample
stochrsi_overbought_short,-0.5835211565295284,-5.937302831893771,2.9156370156020297,68,bootstrap
stochrsi_oversold,-1.5526867188579585,-4.215932080432739,0.6577778761428581,214,bootstrap
supertrend_macd,-0.3141619200001174,-7.539952003543596,2.1502602536365063,97,bootstrap
tema_dema,0.2665315029523214,-3.89411966440608,2.822622837955947,89,bootstrap
three_white_soldiers,-1.261884722056231,-7.463009777325234,2.045481290918329,83,bootstrap
totm_long,-110.18906210453889,,,2,insufficient_sample
ultimate_oscillator,-0.004176432333952771,-4.379709386506377,3.118070494907567,84,bootstrap
vix_backwardation_long,-16.30062954325272,,,5,insufficient_sample
williams_r_oversold,2.611302552620432,0.11855243880491612,4.783817991571759,138,bootstrap
williams_stoch_dual,-7.258668027792967,,,29,insufficient_sample
xs_low_beta_long,0.07656921839259682,-3.062968030099885,1.8631665896361393,213,bootstrap
xs_momentum_bottom_decile_short,-4.097095216464951,-6.082780165361193,-2.3909587267158745,425,bootstrap
xs_momentum_top_decile,-3.8877659357141954,-10.223422750504051,0.2213526710031853,71,bootstrap
xs_quality_top_quintile_long,1.6783962146173643,-1.2592844320486958,3.4380151036453417,125,bootstrap
