strategy,regime,trades,win_rate,avg_pnl,total_roi
macd_crossover,bull,108,0.4259,3.3552,362.3611
macd_crossover,neutral,87,0.3908,2.7643,240.4918
macd_fast_crossover,bear,13,0.6923,3.6743,47.7658
macd_fast_crossover,bull,85,0.3765,1.9624,166.8017
macd_fast_crossover,neutral,92,0.3043,1.5863,145.9369
macd_ichimoku,bear,9,0.7778,5.2647,47.3823
macd_ichimoku,bull,98,0.398,3.3359,326.9216
macd_ichimoku,neutral,66,0.3788,3.4781,229.5519
mfi_oversold,bear,28,0.5714,3.8631,108.1655
mfi_oversold,bull,41,0.439,1.096,44.9362
mfi_oversold,neutral,55,0.3455,5.0444,277.4447
morning_star,bear,29,0.5172,0.5449,15.801
morning_star,bull,37,0.4324,1.384,51.2089
morning_star,neutral,57,0.4737,6.7697,385.8725
pivot_fib_confluence,bull,11,0.2727,-1.3178,-14.4957
pivot_fib_confluence,neutral,11,0.2727,-2.2006,-24.2071
pivot_r1_breakout,bull,126,0.4206,3.2797,413.2368
pivot_r1_breakout,neutral,69,0.3768,4.3133,297.6206
pivot_r2_continuation,bear,10,0.5,5.3298,53.2975
pivot_r2_continuation,bull,122,0.377,0.489,59.6554
pivot_r2_continuation,neutral,62,0.2903,2.8959,179.546
pivot_s1_bounce,bull,16,0.4375,-0.1419,-2.2698
pivot_s1_bounce,neutral,28,0.4286,8.9097,249.4716
pivot_s2_bounce,neutral,7,0.5714,3.769,26.3827
ppo_crossover,bear,5,0.4,1.0742,5.3709
ppo_crossover,bull,72,0.3889,1.334,96.048
ppo_crossover,neutral,36,0.3333,5.2526,189.0927
prev_day_high_break,bear,9,0.5556,0.2677,2.4097
prev_day_high_break,bull,122,0.4344,3.0551,372.7166
prev_day_high_break,neutral,74,0.3919,4.3097,318.9211
prev_day_low_bounce,bear,3,0.3333,-1.1286,-3.3859
prev_day_low_bounce,bull,12,0.25,-3.8861,-46.6329
prev_day_low_bounce,neutral,13,0.3846,0.8991,11.6888
roc_burst,bear,9,0.6667,3.6089,32.4798
roc_burst,bull,67,0.5075,5.297,354.8983
roc_burst,neutral,49,0.4898,7.0715,346.5013
rsi_volume_200ema,bear,6,0.0,-6.2737,-37.6421
rsi_volume_200ema,bull,3,0.3333,-2.0796,-6.2388
rsi_volume_200ema,neutral,5,0.4,-2.1535,-10.7676
shooting_star_short,bull,69,0.1884,-4.6797,-322.9007
shooting_star_short,neutral,20,0.55,1.2241,24.4825
stoch_oversold,bull,5,0.0,-5.0756,-25.3778
stoch_oversold,neutral,5,0.2,5.3076,26.5379
stochrsi_oversold,bear,54,0.5185,3.5335,190.8086
stochrsi_oversold,bull,68,0.4118,1.7246,117.2719
stochrsi_oversold,neutral,97,0.4124,3.3682,326.7156
supertrend_ichimoku_adx,bull,80,0.475,4.0523,324.1866
supertrend_ichimoku_adx,neutral,19,0.2632,8.2205,156.1898
supertrend_macd,bear,20,0.45,-1.9924,-39.8488
supertrend_macd,bull,193,0.3834,1.1158,215.3517
supertrend_macd,neutral,130,0.3846,3.555,462.1554
tema_dema,bear,27,0.6667,3.8838,104.862
tema_dema,bull,96,0.4167,3.4853,334.5846
tema_dema,neutral,86,0.3372,2.6974,231.9801
three_white_soldiers,bear,6,0.5,-0.0464,-0.2782
three_white_soldiers,bull,68,0.4559,5.6381,383.3921
three_white_soldiers,neutral,94,0.3085,1.3295,124.9714
ultimate_oscillator,bear,3,0.3333,2.7154,8.1461
ultimate_oscillator,bull,11,0.5455,4.1267,45.3938
ultimate_oscillator,neutral,12,0.4167,3.1717,38.0602
volume_spike_breakout,bull,18,0.6667,4.7245,85.0403
volume_spike_breakout,neutral,8,0.25,3.2541,26.0331
williams_r_oversold,bear,11,0.4545,-2.9044,-31.9481
williams_r_oversold,bull,44,0.4545,3.6721,161.573
williams_r_oversold,neutral,68,0.3971,2.1578,146.7301
williams_stoch_dual,bear,52,0.5,2.8406,147.7103
williams_stoch_dual,bull,53,0.4151,2.2727,120.4523
williams_stoch_dual,neutral,103,0.3689,2.5865,266.4047
